"entrez","genes","chr","start","end","strand"
"100294583","Fam150b","chr12",31567189,31569188,"+"
"100302498","Snora21","chr11",97643081,97645080,"-"
"100302499","Snora3","chr7",116661646,116663645,"+"
"100302529","Snord72","chr15",5066421,5068420,"+"
"100302565","Snord68","chr8",125624958,125626957,"+"
"100302567","AF357399","chr7",29134559,29136558,"+"
"100302601","Snord83b","chr15",79909010,79911009,"-"
"100302688","Gm17455","chr10",59860474,59862473,"+"
"100302730","5830417I10Rik","chr3",88577135,88579134,"+"
"100303644","C130080G10Rik","chr2",113837301,113839300,"+"
"100303645","D7Ertd143e","chr7",3216785,3218784,"+"
"100303646","AF357355","chr12",110890851,110892850,"+"
"100303647","AF357359","chr12",110886919,110888918,"+"
"100303732","Gm14431","chr2",175195963,175197962,"+"
"100303736","Snora35","chrX",143426933,143428932,"+"
"100303738","D030025P21Rik","chr12",86214752,86216751,"+"
"100303740","Snora75","chr1",88247861,88249860,"-"
"100303746","Snora20","chr17",13113723,13115722,"+"
"100303747","Gm12238","chr11",55294208,55296207,"+"
"100303751","Snora31","chr14",76245730,76247729,"+"
"100306943","Scarna13","chr12",106269560,106271559,"-"
"100306952","Snora78","chr17",24856778,24858777,"-"
"100306955","Snora43","chr2",26494842,26496841,"-"
"100310813","Snora16a","chr4",131863380,131865379,"+"
"100310872","Dynlt1a","chr17",6317475,6319474,"-"
"100312470","Vmn1r2","chr4",3097230,3099229,"+"
"100312471","Vmn1r3","chr4",3112453,3114452,"-"
"100312473","Vmn1r86","chr7",13688297,13690296,"-"
"100312474","Vmn1r88","chr7",13761068,13763067,"+"
"100312475","Vmn1r95","chr7",20777059,20779058,"+"
"100312476","Vmn1r238","chr18",3123413,3125412,"-"
"100312477","Vmn1r184","chr7",27049850,27051849,"+"
"100312484","Vmn1r196","chr13",22383062,22385061,"+"
"100312485","Vmn1r221","chr13",23307242,23309241,"+"
"100312948","Gm17689","chr9",36390221,36392220,"-"
"100312949","Gm17677","chr9",35546634,35548633,"+"
"100312956","Gm17365","chr9",35455788,35457787,"-"
"100312986","Gm17727","chr9",35585695,35587694,"-"
"100312987","Gm17252","chr9",35494957,35496956,"-"
"100313519","Snord17","chr2",144091939,144093938,"-"
"100313531","Nkx2-2os","chr2",147007819,147009818,"+"
"100313943","Snora26","chr5",74487555,74489554,"+"
"100316663","Mir669k","chr2",10394927,10396926,"+"
"100316665","Mir466i","chr13",17837307,17839306,"+"
"100316668","Mir669i","chr2",10437231,10439230,"+"
"100316669","Mir1188","chr12",110848032,110850031,"+"
"100316672","Mir1192","chr19",23221921,23223920,"+"
"100316673","Mir1193","chr12",110951881,110953880,"+"
"100316677","Mir1199","chr8",86535533,86537532,"-"
"100316678","Mir1902","chr2",104269098,104271097,"-"
"100316679","Mir1897","chr3",34535386,34537385,"+"
"100316680","Mir1903","chr8",130881141,130883140,"+"
"100316681","Mir1900","chr9",20836773,20838772,"-"
"100316682","Mir1892","chr12",55747000,55748999,"-"
"100316683","Mir1904","chr13",110692017,110694016,"+"
"100316684","Mir1898","chr15",12099247,12101246,"+"
"100316685","Mir1907","chr15",50720661,50722660,"-"
"100316686","Mir1901","chr18",11998948,12000947,"-"
"100316688","Mir1929","chr10",44077482,44079481,"+"
"100316689","Mir1931","chr10",92623530,92625529,"+"
"100316690","Mir1932","chr11",119249786,119251785,"+"
"100316693","Mir1938","chr12",40949399,40951398,"-"
"100316694","Mir1941","chr15",101151319,101153318,"+"
"100316695","Mir1943","chr15",79205731,79207730,"-"
"100316697","Mir1946a","chr16",32267670,32269669,"-"
"100316698","Mir1947","chr16",33103447,33105446,"+"
"100316699","Mir1948","chr18",12871320,12873319,"+"
"100316700","Mir1949","chr18",35711064,35713063,"+"
"100316703","Mir1951","chr2",115462461,115464460,"+"
"100316704","Mir1953","chr2",151793354,151795353,"-"
"100316706","Mir1956","chr3",138187385,138189384,"+"
"100316709","Mir1960","chr5",30495279,30497278,"+"
"100316710","Mir1963","chr7",29868714,29870713,"-"
"100316711","Mir1964","chr7",30556313,30558312,"+"
"100316712","Mir1966","chr8",108137366,108139365,"+"
"100316713","Mir1968","chr8",13189099,13191098,"-"
"100316715","Mir1971","chr14",78591286,78593285,"-"
"100316716","Mir1983","chr13",21988919,21990918,"-"
"100316717","Mir1839","chr7",88671678,88673677,"+"
"100316725","Mir2136","chr9",104326443,104328442,"+"
"100316735","Mir432","chr12",110831166,110833165,"+"
"100316736","Mir599","chr15",35590674,35592673,"-"
"100316739","Mir1224","chr16",20602525,20604524,"+"
"100316749","Mir467f","chr11",69449022,69451021,"-"
"100316751","Mir1197","chr12",110948527,110950526,"+"
"100316752","Mir1896","chr13",21535029,21537028,"+"
"100316753","Mir1933","chr11",21244679,21246678,"-"
"100316756","Mir1955","chr2",92030134,92032133,"+"
"100316770","Mir669j","chr2",10397537,10399536,"+"
"100316772","Mir1899","chr9",8244786,8246785,"+"
"100316773","Mir1893","chr18",6490645,6492644,"-"
"100316774","Mir1942","chr15",76046104,76048103,"-"
"100316777","Mir1969","chr8",73447424,73449423,"+"
"100316778","Mir1982","chr10",80289542,80291541,"+"
"100316779","Mir2137","chrX",70235418,70237417,"+"
"100316783","Mir1b","chr18",10783444,10785443,"+"
"100316802","Mir669g","chr2",10396777,10398776,"+"
"100316803","Mir1187","chr5",83228091,83230090,"-"
"100316805","Mir1190","chr12",102260004,102262003,"-"
"100316806","Mir669e","chr2",10387122,10389121,"+"
"100316808","Mir1905","chr3",88340305,88342304,"-"
"100316809","Mir1906-1","chr12",110780751,110782750,"+"
"100316810","Mir1894","chr17",36052834,36054833,"+"
"100316811","Mir1930","chr10",77101969,77103968,"+"
"100316812","Mir1936","chr12",103923231,103925230,"-"
"100316814","Mir1306","chr16",18284372,18286371,"-"
"100316816","Mir1952","chr2",138643665,138645664,"+"
"100316818","Mir1962","chr7",142755845,142757844,"+"
"100316819","Mir1967","chr8",126544541,126546540,"+"
"100316821","Mir1981","chr1",186646368,186648367,"-"
"100316827","Mir767","chrX",69835434,69837433,"-"
"100316831","Mir669h","chr2",10437782,10439781,"+"
"100316832","Mir1895","chr3",133903606,133905605,"-"
"100316833","Mir1945","chr16",11254539,11256538,"-"
"100316834","Mir669m-2","chr2",10433061,10435060,"+"
"100316840","Mir1934","chr11",69474545,69476544,"+"
"100316841","Mir1961","chr5",93217589,93219588,"-"
"100316870","Gm17821","chr12",68770259,68772258,"-"
"100316903","Gm20605","chr5",138068351,138070350,"+"
"100316932","Snora28","chr12",112777157,112779156,"+"
"100317","AU040320","chr4",126428799,126430798,"+"
"100322896","Dthd1","chr5",63203062,63205061,"+"
"100328588","Nup62-il4i1","chr7",52069740,52071739,"+"
"100336","Ppp1r8","chr4",132399085,132401084,"-"
"100340","Smpdl3b","chr4",132313087,132315086,"-"
"100342","Fam46b","chr4",133034048,133036047,"+"
"100379145","Snora23","chr7",117187878,117189877,"+"
"100382","AW011738","chr4",155575393,155577392,"+"
"100383","Bsdc1","chr4",129136923,129138922,"+"
"100384868","Pcdha4-g","chr18",37110343,37112342,"+"
"100415784","Gm17830","chr17",49452286,49454285,"-"
"100415785","Gm11559","chr11",99723790,99725789,"+"
"100434","Slc44a1","chr4",53451285,53453284,"+"
"100463512","Gm20594","chr6",79766025,79768024,"+"
"100465","Mob3c","chr4",115498697,115500696,"+"
"100470","Lao1","chr4",118632572,118634571,"+"
"100473","BB031773","chr4",102684571,102686570,"-"
"100494","Zfand2a","chr5",139960446,139962445,"-"
"100499512","Mir3475","chrX",136843487,136845486,"+"
"100499513","Mir3099","chr7",6754298,6756297,"+"
"100499514","Mir2861","chr2",32568409,32570408,"-"
"100499517","Mir3072","chr12",110984088,110986087,"+"
"100499521","Mir3471-1","chr9",31066971,31068970,"-"
"100499528","Mir3473a","chrX",159312928,159314927,"-"
"100499529","Mir3474","chr2",158462319,158464318,"+"
"100502698","1700021K19Rik","chr16",32825007,32827006,"-"
"100502723","Tsga8","chrX",80733264,80735263,"-"
"100502841","Epg5","chr18",78133206,78135205,"+"
"100502876","Kcnmb3","chr3",32390892,32392891,"-"
"100502936","E330021D16Rik","chr6",136364091,136366090,"-"
"100502942","Gm4814","chr13",93841259,93843258,"+"
"100503044","A730020M07Rik","chr3",121346404,121348403,"-"
"100503311","Pifo","chr3",105804416,105806415,"-"
"100503605","Hbb-bs","chr7",110976443,110978442,"-"
"100503659","Dos","chr10",79598292,79600291,"-"
"100503670","Rpl5","chr5",108327547,108329546,"+"
"100503704","Gm16861","chr16",4939586,4941585,"-"
"100503759","Gm5084","chr13",60304832,60306831,"+"
"100504195","Micalcl","chr7",119509822,119511821,"+"
"100504239","Gm10591","chr4",41983510,41985509,"+"
"100504362","Gm1987","chr4",42229043,42231042,"+"
"100504518","3425401B19Rik","chr14",33498459,33500458,"-"
"100504663","Atg14","chr14",48188110,48190109,"-"
"100504710","Gm11128","chr6",85760035,85762034,"-"
"100504715","Tmppe","chr9",114308213,114310212,"+"
"100504733","A730018C14Rik","chr12",113661410,113663409,"-"
"100505386","Gm21949","chr3",67694142,67696141,"+"
"100515","Zfp518b","chr5",39076066,39078065,"-"
"100526460","Mir1264","chrX",143443144,143445143,"+"
"100526461","Mir1249","chr15",84782054,84784053,"-"
"100526462","Mir1298","chrX",143497448,143499447,"+"
"100526463","Mir3058","chr10",95021956,95023955,"-"
"100526464","Mir3106","chr8",16168839,16170838,"-"
"100526465","Mir3057","chr10",80732342,80734341,"+"
"100526466","Mir3060","chr11",4037367,4039366,"+"
"100526467","Mir3061","chr11",51938248,51940247,"+"
"100526469","Mir3064","chr11",106644074,106646073,"-"
"100526470","Mir3066","chr12",17360198,17362197,"+"
"100526472","Mir3070a","chr12",110824153,110826152,"+"
"100526474","Mir3074-1","chr13",63402592,63404591,"-"
"100526476","Mir3077","chr14",58415261,58417260,"+"
"100526478","Mir3081","chr16",44558243,44560242,"-"
"100526480","Mir3086","chr19",58986250,58988249,"-"
"100526482","Mir466o","chr2",10392167,10394166,"+"
"100526498","Mir3088","chr2",28586798,28588797,"+"
"100526499","Mir3089","chr2",30574730,30576729,"+"
"100526501","Mir3094","chr4",40938728,40940727,"+"
"100526502","Mir3095","chr4",58453971,58455970,"-"
"100526504","Mir3100","chr7",19670177,19672176,"+"
"100526505","Mir3101","chr7",27961113,27963112,"-"
"100526506","Mir344c","chr7",68982289,68984288,"-"
"100526507","Mir344g","chr7",69127246,69129245,"-"
"100526508","Mir3102","chr7",108030924,108032923,"-"
"100526510","Mir3107","chr8",24253135,24255134,"-"
"100526511","Mir3108","chr8",111458760,111460759,"+"
"100526512","Mir3110","chrX",35561618,35563617,"+"
"100526513","Mir374c","chrX",100766424,100768423,"+"
"100526514","Mir3112","chrX",130607855,130609854,"+"
"100526515","Mir1247","chr12",111516340,111518339,"-"
"100526516","Mir3059","chr10",101142121,101144120,"+"
"100526517","Mir1251","chr10",91599969,91601968,"-"
"100526518","Mir3065","chr11",119874081,119876080,"+"
"100526519","Mir3070b","chr12",110824802,110826801,"+"
"100526520","Mir3078","chr14",65204952,65206951,"+"
"100526525","Mir3092","chr3",27483918,27485917,"-"
"100526527","Mir344f","chr7",69191135,69193134,"-"
"100526528","Mir3074-2","chr8",86732807,86734806,"-"
"100526529","Mir1912","chrX",143441984,143443983,"+"
"100526531","Mir344d-2","chr7",68830238,68832237,"-"
"100526532","Mir3067","chr12",82265138,82267137,"+"
"100526533","Mir3075","chr14",26351925,26353924,"+"
"100526534","Mir3083","chr17",27085065,27087064,"-"
"100526538","Mir669p-2","chr2",10408743,10410742,"+"
"100526540","Mir3093","chr3",88016407,88018406,"+"
"100526541","Mir344e","chr7",68880489,68882488,"-"
"100526543","Mir344d-3","chr7",68871215,68873214,"-"
"100526544","Mir344d-1","chr7",68828079,68830078,"-"
"100526546","Mir3068","chr12",88778708,88780707,"-"
"100526547","Mir3073a","chr12",113345449,113347448,"+"
"100526549","Mir3085","chr19",42354661,42356660,"-"
"100526552","Mir669p-1","chr2",10416124,10418123,"+"
"100526553","Mir467a-7","chr2",10413137,10415136,"+"
"100526555","Mir3087","chr2",25296299,25298298,"+"
"100526556","Mir3091","chr2",179990241,179992240,"+"
"100526557","Mir3097","chr5",35361698,35363697,"+"
"100526558","Mir344b","chr7",68935468,68937467,"-"
"100526559","Mir3103","chr7",135431950,135433949,"-"
"100526560","Mir3109","chr9",69302751,69304750,"+"
"100526796","B930003M22Rik","chr17",10510784,10512783,"+"
"100529074","Snora33","chr10",23505258,23507257,"-"
"100529075","Snord100","chr10",23505628,23507627,"-"
"100529076","Snord42a","chr11",77994849,77996848,"-"
"100529077","Snord42b","chr11",77996616,77998615,"-"
"100529082","Gm11127","chr17",36195317,36197316,"-"
"100532","Rell1","chr5",64360137,64362136,"-"
"100535","Oas1d","chr5",121362827,121364826,"+"
"100554","AA792892","chr5",94766774,94768773,"+"
"100559","Ugt2b38","chr5",87853229,87855228,"-"
"100561","Slc15a4","chr5",128097763,128099762,"-"
"100604","Lrrc8c","chr5",105946490,105948489,"+"
"100608","Noc4l","chr5",111082402,111084401,"-"
"100609","Nsun5","chr5",135843823,135845822,"+"
"100637","N4bp2l1","chr5",151379567,151381566,"-"
"100647","Upk3b","chr5",136512366,136514365,"+"
"100662","D930016D06Rik","chr5",104950696,104952695,"+"
"100678","Psph","chr5",130293130,130295129,"-"
"100683","Trrap","chr5",145527661,145529660,"+"
"100689","Spon2","chr5",33560888,33562887,"-"
"100702","Gbp6","chr5",105722719,105724718,"-"
"100705","Acacb","chr5",114613527,114615526,"+"
"100710","Pds5b","chr5",151474402,151476401,"+"
"100715","Papd4","chr13",93956432,93958431,"-"
"100727","Ugt2b34","chr5",87335963,87337962,"-"
"100732","Mapre3","chr5",31115129,31117128,"+"
"100737","Dcun1d4","chr5",73870294,73872293,"+"
"100756","Usp30","chr5",114548342,114550341,"+"
"100763","Ube3c","chr5",29893782,29895781,"+"
"100764","Rita1","chr5",121062599,121064598,"-"
"100855","Tbc1d14","chr5",36873273,36875272,"-"
"100900","Hscb","chr5",111268797,111270796,"-"
"100910","Chpf2","chr5",24090568,24092567,"+"
"100929","Tyw1","chr5",130729489,130731488,"+"
"100952","Emilin1","chr5",31214159,31216158,"+"
"100972","Rab28","chr5",42099395,42101394,"-"
"100978","Nfxl1","chr5",72950885,72952884,"-"
"100986","Akap9","chr5",3926054,3928053,"+"
"101023","Zfp513","chr5",31504416,31506415,"-"
"101095","Zfp282","chr6",47825554,47827553,"+"
"101100","Ttll3","chr6",113337254,113339253,"+"
"101113","Snx21","chr2",164609057,164611056,"+"
"101118","Tmem168","chr6",13558064,13560063,"-"
"101122","Rpusd3","chr6",113369335,113371334,"-"
"101142","Itfg2","chr6",128374929,128376928,"-"
"101148","B630005N14Rik","chr6",13627967,13629966,"-"
"101185","Pot1a","chr6",25759227,25761226,"-"
"101187","Parp11","chr6",127394858,127396857,"+"
"101197","Zfp956","chr6",47901389,47903388,"+"
"101202","Hepacam2","chr6",3444499,3446498,"-"
"101206","Tada3","chr6",113326940,113328939,"-"
"101214","Tra2a","chr6",49214052,49216051,"-"
"101240","Wdr91","chr6",34860832,34862831,"-"
"101314","Brk1","chr6",113552766,113554765,"+"
"101320","Dyrk4","chr6",126857530,126859529,"-"
"101351","Eogt","chr6",97085265,97087264,"-"
"101358","Fbxl14","chr6",119427686,119429685,"+"
"101359","Prrt4","chr6",29129585,29131584,"-"
"101401","Adamts9","chr6",92851436,92853435,"-"
"101434","Ceacam15","chr7",17261055,17263054,"-"
"101437","Dhx32","chr7",140951953,140953952,"-"
"101471","Phrf1","chr7",148412687,148414686,"+"
"101476","Plekha1","chr7",138007399,138009398,"+"
"101488","Slco2b1","chr7",106844132,106846131,"-"
"101489","Ric8","chr7",148041296,148043295,"+"
"101490","Inpp5f","chr7",135752879,135754878,"+"
"101497","Plekhg2","chr7",29148345,29150344,"-"
"101502","Hsd3b7","chr7",134938588,134940587,"+"
"101513","Mob2","chr7",149202411,149204410,"-"
"101533","Klk9","chr7",51045261,51047260,"+"
"101540","Prkd2","chr7",17426283,17428282,"+"
"101543","Wtip","chr7",34918288,34920287,"-"
"101544","Zfp575","chr7",25372661,25374660,"-"
"101565","Ccp110","chr7",125854125,125856124,"+"
"101568","Vrk3","chr7",52001999,52003998,"+"
"101592","Eftud1","chr7",89795124,89797123,"+"
"101602","AI467606","chr7",134232950,134234949,"+"
"101604","E430018J23Rik","chr7",134537136,134539135,"-"
"101612","Grwd1","chr7",53086160,53088159,"-"
"101613","Nlrp6","chr7",148104801,148106800,"+"
"101631","Pwwp2b","chr7",146432381,146434380,"+"
"101685","Spty2d1","chr7",54263785,54265784,"-"
"101700","Trim68","chr7",109835841,109837840,"-"
"101706","Numa1","chr7",109080625,109082624,"+"
"101739","Psip1","chr4",83132295,83134294,"-"
"101744","Papl","chr7",29416035,29418034,"-"
"101772","Ano1","chr7",151924384,151926383,"-"
"101809","Spred3","chr7",29953667,29955666,"-"
"101831","C230052I12Rik","chr7",36181787,36183786,"-"
"101835","AW146154","chr7",48755261,48757260,"-"
"101861","Ints4","chr7",104627466,104629465,"+"
"101867","Rrp8","chr7",112885099,112887098,"-"
"101869","Unc45a","chr7",87485106,87487105,"-"
"101883","Igflr1","chr7",31346359,31348358,"+"
"101943","Sf3b3","chr8",113370704,113372703,"-"
"101966","D8Ertd738e","chr8",86773661,86775660,"-"
"101985","Usb1","chr8",97854184,97856183,"+"
"101994","Champ1","chr8",13867641,13869640,"+"
"102022","Ces2a","chr8",107255903,107257902,"+"
"102032","Smim19","chr8",23587352,23589351,"-"
"102058","Exoc8","chr8",127421606,127423605,"-"
"102060","Gadd45gip1","chr8",87354181,87356180,"+"
"102075","Plekhg4","chr8",107896804,107898803,"+"
"102093","Phkb","chr8",88362890,88364889,"+"
"102098","Arhgef18","chr8",3391008,3393007,"+"
"102103","Mtus1","chr8",42100850,42102849,"-"
"102115","Dohh","chr10",80845173,80847172,"+"
"102122","Fam192a","chr8",97125627,97127626,"-"
"102124","Enkd1","chr8",108232043,108234042,"-"
"102141","Snx25","chr8",47202057,47204056,"-"
"102162","Taf5l","chr8",126544909,126546908,"-"
"102182","Prmt10","chr8",80071296,80073295,"+"
"102193","Zdhhc7","chr8",122625373,122627372,"-"
"102209","Snapc2","chr8",4251102,4253101,"+"
"102247","Agpat6","chr8",24318926,24320925,"-"
"102278","Cpne7","chr8",125639274,125641273,"+"
"102294","Cyp4v3","chr8",46418551,46420550,"-"
"102323","Dcun1d2","chr8",13288127,13290126,"-"
"102334","Ankrd10","chr8",11635755,11637754,"-"
"102339","Cog4","chr8",113368500,113370499,"+"
"102371","Myzap","chr9",71440168,71442167,"-"
"102414","Clk3","chr9",57613668,57615667,"-"
"102423","Hinfp","chr9",44113755,44115754,"-"
"102436","Lars2","chr9",123274058,123276057,"+"
"102442","Dennd4a","chr9",64656818,64658817,"+"
"102448","Xylb","chr9",119264499,119266498,"+"
"102462","Imp3","chr9",56783307,56785306,"+"
"102502","Pls1","chr9",95745699,95747698,"-"
"102545","Cmtm7","chr9",114690948,114692947,"-"
"102566","Ano10","chr9",122203493,122205492,"-"
"102570","Slc22a13","chr9",119118224,119120223,"-"
"102580","Alg9","chr9",50581435,50583434,"+"
"102595","Plekho2","chr9",65424561,65426560,"-"
"102607","Snx19","chr9",30232914,30234913,"+"
"102614","Rpp25","chr9",57349909,57351908,"+"
"102623","AI414108","chr9",27158270,27160269,"+"
"102626","Mapkapk3","chr9",107191728,107193727,"-"
"102632","Acad11","chr9",103964033,103966032,"+"
"102644","Oaf","chr9",43047900,43049899,"-"
